$KTH01,V1xx0,74910.700,2.959,49.937,119.019*17
$KTH01,V1xx0,74910.800,2.960,49.936,116.763*16
$KTH01,V1xx0,74910.900,2.960,49.935,114.771*15
$KTH01,V1xx0,74911.000,2.960,49.941,112.480*15
$KTH01,V1xx0,74911.100,2.960,49.938,110.298*17
$KTH01,V1xx0,74911.200,2.962,49.935,108.191*18
$KTH01,V1xx0,74911.300,2.960,49.942,105.974*15
$KTH01,V1xx0,74911.400,2.963,49.941,103.881*1F
$KTH01,V1xx0,74911.500,2.962,49.938,101.784*19
$KTH01,V1xx0,74911.600,2.963,49.944,99.607*2A
$KTH01,V1xx0,74911.700,2.964,49.941,97.510*22
$KTH01,V1xx0,74911.800,2.964,49.933,95.456*29
$KTH01,V1xx0,74911.900,2.963,49.941,93.507*29
$KTH01,V1xx0,74912.000,2.965,49.951,91.401*21
$KTH01,V1xx0,74912.100,2.966,49.934,89.442*2E
$KTH01,V1xx0,74912.200,2.965,49.944,87.236*22
$KTH01,V1xx0,74912.300,2.965,49.938,85.146*2E
$KTH01,V1xx0,74912.400,2.966,49.940,82.997*26
$KTH01,V1xx0,74912.500,2.965,49.943,80.798*24
$KTH01,V1xx0,74912.600,2.966,49.942,78.661*25
$KTH01,V1xx0,74912.700,2.966,49.937,76.663*2A
$KTH01,V1xx0,74912.800,2.965,49.945,74.542*21
$KTH01,V1xx0,74912.900,2.967,49.944,72.778*2E
$KTH01,V1xx0,74913.000,2.966,49.938,70.813*2C
$KTH01,V1xx0,74913.100,2.968,49.947,68.731*2D
$KTH01,V1xx0,74913.200,2.971,49.946,66.855*24
$KTH01,V1xx0,74913.300,2.972,49.940,64.912*20
$KTH01,V1xx0,74913.400,2.972,49.941,62.908*2B
$KTH01,V1xx0,74913.500,2.974,49.948,60.834*29
$KTH01,V1xx0,74913.600,2.973,49.935,58.880*23
$KTH01,V1xx0,74913.700,2.973,49.943,56.767*2B
$KTH01,V1xx0,74913.800,2.975,49.942,54.727*25
$KTH01,V1xx0,74913.900,2.974,49.937,52.942*2C
$KTH01,V1xx0,74914.000,2.974,49.944,50.874*20
$KTH01,V1xx0,74914.100,2.975,49.946,48.804*2C
$KTH01,V1xx0,74914.200,2.976,49.937,46.864*22
$KTH01,V1xx0,74914.300,2.975,49.947,44.789*29
$KTH01,V1xx0,74914.400,2.977,49.949,42.815*2E
$KTH01,V1xx0,74914.500,2.977,49.936,40.907*27
$KTH01,V1xx0,74914.600,2.977,49.944,38.853*2E
$KTH01,V1xx0,74914.700,2.977,49.946,36.855*25
$KTH01,V1xx0,74914.800,2.978,49.941,34.939*2B
$KTH01,V1xx0,74914.900,2.976,49.944,33.212*24
$KTH01,V1xx0,74915.000,2.975,49.947,31.211*2D
$KTH01,V1xx0,74915.100,2.975,49.941,29.290*2A
$KTH01,V1xx0,74915.200,2.973,49.946,27.277*2F
$KTH01,V1xx0,74915.300,2.976,49.950,25.335*29
$KTH01,V1xx0,74915.400,2.975,49.941,23.484*26
$KTH01,V1xx0,74915.500,2.975,49.949,21.534*27
$KTH01,V1xx0,74915.600,2.975,49.949,19.636*2E
$KTH01,V1xx0,74915.700,2.976,49.943,17.795*20
$KTH01,V1xx0,74915.800,2.975,49.945,15.885*26
$KTH01,V1xx0,74915.900,2.975,49.951,14.219*2C
$KTH01,V1xx0,74916.000,2.974,49.947,12.355*2F
$KTH01,V1xx0,74916.100,2.974,49.945,10.422*29
$KTH01,V1xx0,74916.200,2.974,49.950,8.461*10
$KTH01,V1xx0,74916.300,2.974,49.941,6.597*17
$KTH01,V1xx0,74916.400,2.972,49.947,4.622*1F
$KTH01,V1xx0,74916.500,2.972,49.951,2.663*1A
$KTH01,V1xx0,74916.600,2.972,49.942,0.835*14
$KTH01,V1xx0,74916.700,2.971,49.948,-1.142*39
$KTH01,V1xx0,74916.800,2.971,49.952,-3.055*38
$KTH01,V1xx0,74916.900,2.971,49.944,-4.612*3C
$KTH01,V1xx0,74917.000,2.969,49.948,-6.504*37
$KTH01,V1xx0,74917.100,2.972,49.951,-8.417*39
$KTH01,V1xx0,74917.200,2.971,49.947,-10.275*05
$KTH01,V1xx0,74917.300,2.971,49.944,-12.146*06
$KTH01,V1xx0,74917.400,2.973,49.954,-14.114*03
$KTH01,V1xx0,74917.500,2.972,49.943,-15.941*0C
$KTH01,V1xx0,74917.600,2.972,49.949,-17.890*0A
$KTH01,V1xx0,74917.700,2.972,49.951,-19.823*04
$KTH01,V1xx0,74917.800,2.974,49.946,-21.622*0F
$KTH01,V1xx0,74917.900,2.973,49.944,-23.271*0B
$KTH01,V1xx0,74918.000,2.974,49.953,-25.232*0D
$KTH01,V1xx0,74918.100,2.973,49.944,-27.057*0E
$KTH01,V1xx0,74918.200,2.974,49.945,-28.957*0D
$KTH01,V1xx0,74918.300,2.974,49.948,-30.912*09
$KTH01,V1xx0,74918.400,2.974,49.943,-32.782*00
$KTH01,V1xx0,74918.500,2.973,49.944,-34.737*09
$KTH01,V1xx0,74918.600,2.974,49.954,-36.736*0F
$KTH01,V1xx0,74918.700,2.973,49.946,-38.600*00
$KTH01,V1xx0,74918.800,2.972,49.941,-40.528*0F
$KTH01,V1xx0,74918.900,2.974,49.949,-42.188*0C
$KTH01,V1xx0,74919.000,2.973,49.944,-44.078*06
$KTH01,V1xx0,74919.100,2.974,49.946,-45.961*02
$KTH01,V1xx0,74919.200,2.972,49.950,-47.907*02
$KTH01,V1xx0,74919.300,2.973,49.946,-49.778*0D
$KTH01,V1xx0,74919.400,2.972,49.942,-51.676*09
$KTH01,V1xx0,74919.500,2.973,49.953,-53.687*05
$KTH01,V1xx0,74919.600,2.973,49.944,-55.552*0D
$KTH01,V1xx0,74919.700,2.972,49.943,-57.402*0C
$KTH01,V1xx0,74919.800,2.973,49.953,-59.346*0A
$KTH01,V1xx0,74919.900,2.973,49.943,-60.889*08
$KTH01,V1xx0,74920.000,2.975,49.944,-62.798*07
$KTH01,V1xx0,74920.100,2.974,49.951,-64.749*09
$KTH01,V1xx0,74920.200,2.974,49.945,-66.561*05
$KTH01,V1xx0,74920.300,2.976,49.945,-68.474*0D
$KTH01,V1xx0,74920.400,2.975,49.949,-70.352*0F
$KTH01,V1xx0,74920.500,2.976,49.944,-72.176*06
$KTH01,V1xx0,74920.600,2.977,49.944,-74.034*05
$KTH01,V1xx0,74920.700,2.976,49.955,-75.985*07
$KTH01,V1xx0,74920.800,2.977,49.946,-77.770*0D
$KTH01,V1xx0,74920.900,2.977,49.942,-79.371*03
$KTH01,V1xx0,74921.000,2.976,49.952,-81.351*0E
$KTH01,V1xx0,74921.100,2.975,49.948,-83.284*0C
$KTH01,V1xx0,74921.200,2.976,49.941,-85.156*0F
$KTH01,V1xx0,74921.300,2.975,49.953,-87.217*0A
$KTH01,V1xx0,74921.400,2.976,49.947,-89.057*03
$KTH01,V1xx0,74921.500,2.976,49.937,-90.892*0C
$KTH01,V1xx0,74921.600,2.976,49.953,-92.980*0D
$KTH01,V1xx0,74921.700,2.974,49.944,-94.835*01
$KTH01,V1xx0,74921.800,2.976,49.941,-96.750*07
$KTH01,V1xx0,74921.900,2.974,49.948,-98.506*02
$KTH01,V1xx0,74922.000,2.974,49.948,-100.473*3B
$KTH01,V1xx0,74922.100,2.973,49.939,-102.391*32
$KTH01,V1xx0,74922.200,2.971,49.947,-104.499*33
$KTH01,V1xx0,74922.300,2.971,49.946,-106.452*36
$KTH01,V1xx0,74922.400,2.973,49.938,-108.389*35
$KTH01,V1xx0,74922.500,2.971,49.947,-110.428*3B
$KTH01,V1xx0,74922.600,2.970,49.944,-112.363*30
$KTH01,V1xx0,74922.700,2.972,49.936,-114.342*33
$KTH01,V1xx0,74922.800,2.970,49.945,-116.380*36
$KTH01,V1xx0,74922.900,2.970,49.944,-118.063*36
$KTH01,V1xx0,74923.000,2.972,49.938,-120.026*3D
$KTH01,V1xx0,74923.100,2.971,49.945,-122.059*3F
$KTH01,V1xx0,74923.200,2.971,49.948,-124.030*38
$KTH01,V1xx0,74923.300,2.973,49.939,-125.940*32
$KTH01,V1xx0,74923.400,2.972,49.946,-128.024*3A
$KTH01,V1xx0,74923.500,2.972,49.945,-129.957*34
$KTH01,V1xx0,74923.600,2.974,49.937,-131.952*38
$KTH01,V1xx0,74923.700,2.973,49.942,-134.005*32
$KTH01,V1xx0,74923.800,2.972,49.943,-136.090*33
$KTH01,V1xx0,74923.900,2.974,49.938,-137.832*39
$KTH01,V1xx0,74924.000,2.972,49.942,-139.942*34
$KTH01,V1xx0,74924.100,2.972,49.944,-142.075*32
$KTH01,V1xx0,74924.200,2.973,49.934,-144.130*31
$KTH01,V1xx0,74924.300,2.972,49.941,-146.318*39
$KTH01,V1xx0,74924.400,2.971,49.941,-148.448*31
$KTH01,V1xx0,74924.500,2.973,49.939,-150.516*3E
