$KTH01,V1xx0,17455.900,1.552,59.966,92.411*2F
$KTH01,V1xx0,17456.000,1.552,59.964,91.314*26
$KTH01,V1xx0,17456.100,1.553,59.972,90.179*29
$KTH01,V1xx0,17456.200,1.554,59.965,89.118*24
$KTH01,V1xx0,17456.300,1.553,59.962,88.038*27
$KTH01,V1xx0,17456.400,1.554,59.965,87.208*2E
$KTH01,V1xx0,17456.500,1.552,59.965,86.027*27
$KTH01,V1xx0,17456.600,1.552,59.972,84.875*2F
$KTH01,V1xx0,17456.700,1.552,59.973,83.767*24
$KTH01,V1xx0,17456.800,1.553,59.965,82.744*2D
$KTH01,V1xx0,17456.900,1.552,59.965,81.572*29
$KTH01,V1xx0,17457.000,1.552,59.963,80.467*23
$KTH01,V1xx0,17457.100,1.554,59.973,79.225*23
$KTH01,V1xx0,17457.200,1.552,59.972,78.072*26
$KTH01,V1xx0,17457.300,1.552,59.966,76.917*26
$KTH01,V1xx0,17457.400,1.552,59.963,76.219*21
$KTH01,V1xx0,17457.500,1.553,59.966,75.020*2F
$KTH01,V1xx0,17457.600,1.552,59.962,73.914*21
$KTH01,V1xx0,17457.700,1.553,59.965,72.757*2E
$KTH01,V1xx0,17457.800,1.553,59.964,71.621*23
$KTH01,V1xx0,17457.900,1.553,59.963,70.502*26
$KTH01,V1xx0,17458.000,1.554,59.969,69.268*2E
$KTH01,V1xx0,17458.100,1.554,59.963,68.177*29
$KTH01,V1xx0,17458.200,1.553,59.967,66.891*26
$KTH01,V1xx0,17458.300,1.552,59.967,65.644*23
$KTH01,V1xx0,17458.400,1.552,59.964,64.772*22
$KTH01,V1xx0,17458.500,1.552,59.966,63.466*20
$KTH01,V1xx0,17458.600,1.552,59.963,62.305*25
$KTH01,V1xx0,17458.700,1.551,59.957,61.036*20
$KTH01,V1xx0,17458.800,1.552,59.962,59.844*2C
$KTH01,V1xx0,17458.900,1.552,59.971,58.538*28
$KTH01,V1xx0,17459.000,1.554,59.966,57.329*29
$KTH01,V1xx0,17459.100,1.554,59.970,56.047*25
$KTH01,V1xx0,17459.200,1.554,59.962,54.815*28
$KTH01,V1xx0,17459.300,1.553,59.962,53.499*21
$KTH01,V1xx0,17459.400,1.553,59.963,52.499*26
$KTH01,V1xx0,17459.500,1.553,59.962,51.223*22
$KTH01,V1xx0,17459.600,1.553,59.965,49.849*29
$KTH01,V1xx0,17459.700,1.554,59.971,48.450*2F
$KTH01,V1xx0,17459.800,1.552,59.956,47.223*2E
$KTH01,V1xx0,17459.900,1.553,59.958,45.826*2D
$KTH01,V1xx0,17460.000,1.552,59.955,44.474*28
$KTH01,V1xx0,17460.100,1.552,59.957,43.058*26
$KTH01,V1xx0,17460.200,1.552,59.960,41.676*29
$KTH01,V1xx0,17460.300,1.552,59.964,40.317*2F
$KTH01,V1xx0,17460.400,1.552,59.956,39.298*21
$KTH01,V1xx0,17460.500,1.552,59.954,37.928*2C
$KTH01,V1xx0,17460.600,1.553,59.959,36.501*25
$KTH01,V1xx0,17460.700,1.553,59.953,35.173*2C
$KTH01,V1xx0,17460.800,1.552,59.959,33.754*2D
$KTH01,V1xx0,17460.900,1.552,59.965,32.272*23
$KTH01,V1xx0,17461.000,1.552,59.953,30.959*2E
$KTH01,V1xx0,17461.100,1.552,59.959,29.496*23
$KTH01,V1xx0,17461.200,1.552,59.958,28.058*26
$KTH01,V1xx0,17461.300,1.552,59.960,26.546*28
$KTH01,V1xx0,17461.400,1.553,59.956,25.480*23
$KTH01,V1xx0,17461.500,1.553,59.961,24.006*2D
$KTH01,V1xx0,17461.600,1.553,59.955,22.620*2D
$KTH01,V1xx0,17461.700,1.553,59.960,21.123*2D
$KTH01,V1xx0,17461.800,1.553,59.958,19.680*2C
$KTH01,V1xx0,17461.900,1.553,59.965,18.227*2B
$KTH01,V1xx0,17462.000,1.554,59.963,16.798*2F
$KTH01,V1xx0,17462.100,1.553,59.954,15.431*2E
$KTH01,V1xx0,17462.200,1.552,59.960,13.931*20
$KTH01,V1xx0,17462.300,1.554,59.955,12.520*2C
$KTH01,V1xx0,17462.400,1.553,59.959,11.332*26
